258|4|0|14|20|27|35|38|40|0.63
266|4|0|3|9|11|19|22|34|0.56
266|4|0|3|9|11|22|34|40|0.7
266|4|0|3|9|11|21|22|34|0.6
266|4|0|3|9|11|20|22|34|0.6
266|4|0|3|9|11|22|27|34|0.6
285|4|0|6|12|33|37|40|45|0.73
291|4|0|7|9|10|18|20|42|0.73
298|4|0|5|9|17|20|27|40|0.65
300|4|0|7|9|10|12|43|45|0.7
302|4|0|9|13|19|20|26|32|0.55
302|4|0|9|13|20|26|32|38|0.63
305|4|0|10|18|21|23|25|39|0.58
305|4|0|18|21|23|25|34|39|0.58
305|4|0|18|21|23|25|36|39|0.58
305|4|0|2|18|21|23|25|39|0.55
305|4|0|18|21|23|25|39|40|0.58
306|4|0|1|4|18|23|25|41|0.65
329|4|0|9|17|18|19|30|43|0.51
329|4|0|3|9|17|19|30|43|0.61
329|4|0|8|9|17|19|30|43|0.61
329|4|0|9|17|19|30|40|43|0.61
329|4|0|9|17|19|22|30|43|0.51
342|4|0|1|14|33|34|37|38|0.73
345|4|0|14|15|23|29|39|43|0.56
345|4|0|15|23|29|39|43|44|0.56
345|4|0|14|15|23|27|29|39|0.55
345|4|0|7|14|15|23|29|39|0.56
349|4|0|5|8|13|24|25|41|0.66
353|4|0|11|18|19|29|36|44|0.51
353|4|0|11|19|25|29|36|44|0.51
353|4|0|11|17|19|29|36|44|0.61
353|4|0|11|19|20|29|36|44|0.51
353|4|0|11|19|29|36|42|44|0.66
359|4|0|1|10|12|16|19|24|0.58
366|4|0|5|12|19|22|29|44|0.61
399|4|0|1|9|16|17|19|25|0.55
410|4|0|3|18|22|35|40|41|0.7
410|4|0|3|18|22|32|35|41|0.7
411|4|0|14|16|22|35|37|41|0.6
419|4|0|11|14|28|29|30|34|0.55
419|4|0|11|14|23|28|30|34|0.55
419|4|0|11|14|16|28|30|34|0.58
419|4|0|11|14|25|28|30|34|0.58
419|4|0|11|14|28|30|34|42|0.63
429|4|1|3|16|26|28|39|42|0.68
441|4|0|21|23|25|28|34|35|0.58
441|4|0|21|23|28|34|35|39|0.58
441|4|0|14|21|23|28|34|35|0.58
441|4|0|21|23|28|34|35|44|0.58
441|4|0|3|21|23|28|34|35|0.55
462|4|0|3|20|26|32|37|43|0.66
475|4|0|1|9|14|20|22|29|0.58
475|4|0|1|9|14|19|22|29|0.55
475|4|0|1|9|14|22|29|35|0.73
475|4|0|1|9|14|17|22|29|0.55
481|4|0|3|23|24|29|35|40|0.61
481|4|0|3|16|23|24|29|40|0.51
481|4|0|3|11|23|24|29|40|0.61
481|4|0|3|23|24|29|31|40|0.51
484|4|0|3|12|15|27|32|45|0.73
493|4|0|7|8|20|22|33|36|0.63
495|4|0|4|9|13|24|27|34|0.63
495|4|0|4|9|13|22|24|34|0.63
495|4|0|4|9|13|24|34|44|0.73
496|4|0|4|13|20|22|27|41|0.65
502|4|0|17|22|27|28|32|40|0.58
502|4|0|17|22|28|32|40|44|0.58
502|4|0|7|17|22|28|32|40|0.55
502|4|1|17|22|26|28|32|40|0.58
502|4|0|17|22|28|32|39|40|0.58
509|4|0|3|12|29|32|42|43|0.66
516|4|0|1|2|9|23|43|44|0.66
516|4|0|2|9|21|23|43|44|0.66
516|4|0|2|9|23|29|43|44|0.66
516|4|0|2|6|9|23|43|44|0.66
516|4|0|2|9|22|23|43|44|0.66
530|4|0|16|17|23|27|33|35|0.55
530|4|0|9|16|23|27|33|35|0.58
530|4|0|10|16|23|27|33|35|0.58
530|4|0|16|23|27|32|33|35|0.58
530|4|0|16|21|23|27|33|35|0.58
541|4|0|8|22|26|28|31|34|0.58
551|4|0|6|17|20|24|34|44|0.68
551|4|0|6|20|24|33|34|44|0.73
551|4|0|1|6|20|24|34|44|0.73
551|4|0|6|20|24|34|44|45|0.73
551|4|0|6|9|20|24|34|44|0.73
552|4|0|10|14|20|35|39|40|0.73
552|4|1|10|20|35|39|40|43|0.73
552|4|0|10|20|34|35|39|40|0.63
552|4|0|10|20|29|35|39|40|0.63
557|4|0|20|26|34|35|40|43|0.63
558|4|0|12|19|20|24|26|43|0.55
562|4|0|4|13|17|20|23|25|0.51
564|4|0|6|11|14|26|27|34|0.63
568|4|0|1|14|17|18|20|31|0.55
578|4|0|5|14|15|29|34|42|0.7
604|4|0|1|2|18|33|34|42|0.73
606|4|0|1|6|10|20|32|39|0.73
606|4|0|5|6|10|20|32|39|0.73
610|4|0|20|23|28|36|42|43|0.55
610|4|0|1|20|23|28|36|43|0.65
610|4|0|20|23|28|31|36|43|0.51
610|4|0|15|20|23|28|36|43|0.55
610|4|0|13|20|23|28|36|43|0.51
618|4|0|4|8|16|24|30|43|0.68
631|4|0|1|4|15|23|32|34|0.73
633|4|0|9|20|27|37|39|41|0.7
633|4|0|6|9|20|37|39|41|0.7
633|4|0|9|20|25|37|39|41|0.7
633|4|0|9|11|20|37|39|41|0.66
633|4|0|7|9|20|37|39|41|0.66
640|4|0|12|15|18|26|35|40|0.63
655|4|0|5|7|36|37|39|40|0.66
658|4|0|19|25|32|36|42|45|0.63
661|4|0|2|12|19|20|27|33|0.55
666|4|0|2|6|17|22|28|37|0.61
666|4|0|2|6|17|22|28|31|0.51
666|4|0|2|6|17|19|22|28|0.51
666|4|0|2|6|17|22|28|39|0.65
666|4|0|2|6|17|22|28|35|0.65
676|4|0|1|8|17|29|32|45|0.7
676|4|0|1|5|8|17|32|45|0.7
676|4|0|1|2|8|17|32|45|0.7
676|4|0|1|8|17|32|35|45|0.73
691|4|0|15|24|32|33|43|45|0.63
691|4|0|15|20|32|33|43|45|0.63
691|4|0|15|32|33|36|43|45|0.63
691|4|0|15|23|32|33|43|45|0.6
691|4|0|15|28|32|33|43|45|0.63
693|4|0|11|20|28|34|40|42|0.63
703|4|0|6|10|16|28|31|33|0.63
708|4|0|8|10|16|19|36|45|0.73
708|4|0|10|16|19|20|36|45|0.68
708|4|0|10|16|19|36|37|45|0.7
708|4|0|10|16|19|31|36|45|0.7
708|4|0|10|16|18|19|36|45|0.68
710|4|1|3|9|10|20|24|25|0.58
715|4|0|5|7|22|27|33|44|0.7
719|4|0|4|8|19|20|35|41|0.7
721|4|0|1|12|28|30|43|44|0.73
723|4|0|10|13|20|30|33|35|0.63
723|4|0|10|20|30|33|34|35|0.63
723|4|0|10|20|24|30|33|35|0.58
730|4|0|4|11|14|18|22|36|0.63
732|4|0|2|17|27|32|33|35|0.7
732|4|0|2|5|27|32|33|35|0.7
741|4|0|9|21|29|34|44|45|0.73
746|4|0|3|12|13|16|36|42|0.7
746|4|0|2|3|12|13|36|42|0.66
746|4|0|1|3|12|13|36|42|0.7
746|4|0|3|12|13|24|36|42|0.7
746|4|0|3|12|13|36|37|42|0.66
752|4|0|4|17|20|37|40|43|0.66
759|4|0|9|30|35|36|40|43|0.63
770|4|0|9|11|12|15|23|43|0.66
782|4|0|6|15|18|19|38|45|0.73
791|4|0|2|7|10|33|36|42|0.7
801|4|0|9|10|17|28|43|44|0.7
810|4|0|10|13|15|37|39|43|0.66
826|4|0|1|24|25|29|33|36|0.58
826|4|0|24|25|29|33|34|36|0.58
826|4|0|15|24|25|29|33|36|0.58
826|4|0|24|25|29|33|36|45|0.58
826|4|0|19|24|25|29|33|36|0.55
831|4|0|3|6|10|16|26|39|0.73
834|4|0|6|18|27|28|42|43|0.68
835|4|0|2|9|11|13|28|38|0.66
835|4|0|2|9|13|19|28|38|0.66
835|4|0|2|9|13|28|34|38|0.7
835|4|0|2|9|13|28|38|42|0.7
835|4|0|2|9|13|16|28|38|0.7
837|4|1|2|6|14|28|30|33|0.73
838|4|0|2|8|9|14|17|38|0.7
843|4|0|21|28|30|33|42|43|0.58
875|4|0|5|16|19|22|39|44|0.65
875|4|0|5|19|22|38|39|44|0.7
875|4|0|1|5|19|22|39|44|0.7
875|4|0|5|19|22|23|39|44|0.61
875|4|0|5|19|22|39|43|44|0.66
883|4|0|9|18|33|37|39|43|0.7
883|4|0|9|17|18|33|37|43|0.66
883|4|0|9|18|33|34|37|43|0.7
883|4|0|9|18|30|33|37|43|0.7
883|4|0|9|18|33|35|37|43|0.7
885|4|0|3|24|28|39|42|45|0.73
885|4|0|24|27|28|39|42|45|0.58
891|4|0|7|9|16|28|39|41|0.7
910|4|0|1|5|6|17|35|39|0.7
948|4|0|13|25|30|31|34|41|0.56
955|4|0|4|9|11|23|25|33|0.6
970|4|0|9|11|12|21|28|29|0.55
983|4|0|23|31|32|35|36|43|0.56
983|4|0|13|23|31|32|35|36|0.56
993|4|0|12|14|16|18|24|35|0.58
993|4|0|12|14|16|18|24|45|0.58
993|4|0|1|12|14|16|18|24|0.58
993|4|0|12|14|16|18|21|24|0.58
993|4|0|12|14|16|18|24|29|0.58
1002|4|0|1|17|25|27|35|38|0.68
1007|4|0|8|11|16|20|21|26|0.58
1008|4|0|25|29|30|31|41|44|0.51
1014|4|0|3|11|14|26|39|43|0.66
1014|4|0|3|11|14|22|26|43|0.66
1014|4|0|3|8|11|14|26|43|0.66
1014|4|0|3|11|14|26|31|43|0.66
1014|4|0|3|11|14|26|43|45|0.66
1035|4|0|9|14|34|40|41|44|0.73
1035|4|0|9|14|23|34|41|44|0.7
1035|4|0|9|14|18|34|41|44|0.73
1035|4|0|9|14|30|34|41|44|0.73
1035|4|0|9|14|20|34|41|44|0.73
1038|4|1|2|7|16|27|36|44|0.7
1038|4|0|7|16|27|36|43|44|0.7
1038|4|0|4|7|16|27|36|44|0.73
1038|4|0|7|16|27|30|36|44|0.68
1038|4|0|1|7|16|27|36|44|0.73
1046|4|1|7|11|16|25|28|35|0.55
1050|4|0|5|6|7|31|35|38|0.66
1050|4|0|6|7|9|31|35|38|0.7
1050|4|0|4|6|7|31|35|38|0.7
1050|4|0|6|7|16|31|35|38|0.7
1050|4|0|6|7|31|35|38|40|0.7
1051|4|0|5|21|22|26|33|35|0.58
1054|4|0|19|22|28|30|36|45|0.58
1061|4|0|4|24|27|35|38|39|0.73
1065|4|0|3|18|20|23|32|35|0.55
1076|4|0|9|29|33|35|36|37|0.6
1108|4|1|7|11|19|27|39|44|0.66
1129|4|0|2|5|11|17|24|28|0.51
1129|4|0|3|5|11|17|24|28|0.51
1129|4|0|5|11|17|20|24|28|0.51
1129|4|0|5|6|11|17|24|28|0.51
1129|4|0|5|9|11|17|24|28|0.51
1145|4|0|2|11|12|37|44|45|0.66
1160|4|0|7|18|24|34|39|45|0.73
1160|4|0|7|13|18|24|34|39|0.6
1172|4|0|6|7|38|40|42|44|0.73
1191|4|0|4|9|11|20|25|41|0.7
1199|4|0|16|18|25|27|30|32|0.58
1199|4|0|16|18|24|25|27|30|0.58
1211|4|0|7|26|27|33|38|40|0.63
1217|4|0|8|15|20|29|33|42|0.73
1219|4|0|1|2|9|15|29|39|0.7
1219|4|0|1|2|9|15|22|39|0.73
1219|4|0|1|2|9|15|20|39|0.73
1219|4|0|1|2|9|15|32|39|0.73
1219|4|0|1|2|9|15|39|41|0.7
